concept1,concept2
attending_meeting,getting_work_done
attending_meeting,impressing_boss
attending_meeting,information
attending_meeting,keeping_up_to_date
attending_meeting,learning_new_information
attending_meeting,learning_new_things
attending_meeting,listening_to_people_talk
attending_meeting,make_decision_with_group
attending_meeting,making_decisions
attending_meeting,making_important_decisions
attending_meeting,meeting_with_coworkers
attending_meeting,organization
attending_meeting,participating_in_decisions
attending_meeting,patient
attending_meeting,planing
attending_meeting,professionals
attending_meeting,receiving_important_information
attending_meeting,sharing_ideas_with_co_workers
attending_meeting,sharing_information
attending_meeting,showing_off
attending_meeting,sleeping_through_boring_talks
attending_meeting,socializing
attending_meeting,telling_story
attending_meeting,wasting_time
attending_rock_concert,being_deafened
attending_rock_concert,drugs
attending_rock_concert,enjoying_light_show
attending_rock_concert,entertainment
attending_rock_concert,getting_high
attending_rock_concert,glam
attending_rock_concert,hanging_out_with_friends
attending_rock_concert,head_bangers
attending_rock_concert,kids
attending_rock_concert,listening_to_music
attending_rock_concert,listening_to_rock_bands
attending_rock_concert,listening_to_rock_music
attending_rock_concert,musical_expansion
attending_rock_concert,people_not_afraid_of_crowds
attending_rock_concert,people_who_like_rock_music
attending_rock_concert,rock_fans
attending_rock_concert,seeing_rock_star
attending_rock_concert,smoking_pot
attending_rock_concert,social_experience
attending_rock_concert,watching_favorite_band
attending_rock_concert,watching_other_attendees
attending_school,complying_with_law
attending_school,enlightenment
attending_school,gaining_and_education
attending_school,gaining_knowledge
attending_school,gaining_social_skills
attending_school,getting_diploma
attending_school,getting_good_job
attending_school,learning
attending_school,learning_knowledge
attending_school,learning_new_skills
attending_school,learning_things
attending_school,listening_to_teachers
attending_school,meeting_classmates
attending_school,preparing_for_exams
attending_school,taking_tests
attic,boxes
attic,family_treasures
attic,hide_bodies
attic,hiding_dead_relatives
attic,keep_stuff_in
attic,storage
attic,store_books
attic,store_clothes
attic,store_dishes
attic,store_items_in
attic,store_things
attic,store_things_not_using
attic,storic_boxes_of_used_clothing
attic,storing_crap
attic,storing_family_heirlooms
attic,storing_seldom_used_things_in_house
attic,trunks
attribute,describe
attribute,describe_characteristic_of
attribute,describing
attribute,identification
attribute,identifying_specific_characteristics
attribute,work_better
audience,boost_ego
audience,gathering_money_to_pay_performers
audience,get_money
audience,performing_in_front_of
audience,watch_play
audio_book,entertainment_while_driving
auditorium,assembly
auditorium,giving_speech
auditorium,have_speaches_plays
auditorium,having_assembly
auditorium,having_lecture
auditorium,hearing_concert
auditorium,hearing_speech
auditorium,hold_assembly
auditorium,lectures
auditorium,listening_to_speech
auditorium,performances
auditorium,performing
auditorium,play_instrauments
auditorium,present_lecture_in
auditorium,present_opera
auditorium,seating_crowd
auditorium,sing
auditorium,watching_performances
australian_public_servants,public_service_hours
automatic_gate,demonstrate_autonomous_intelligence
automatic_gate,guarding_property
automatic_gate,keep_pets_from_straying
automatic_gate,keeping_in_wanted_people
automatic_gate,keeping_out_unwanted_people
automatic_gate,open_and_close_without_physical_interference
automaton,do_chores
automaton,do_things_automatically
automaton,vacuum_carpet
automaton,work_for
automobile,travelling
automobile_horn,dissonance
automobile_horn,honk
automobile_horn,honk
automobile_horn,sound
automobile_horn,sound
automobile_horn,sound
avcr,indoor_viewing
avenue,being_in_fron_of_houses
avenue,cars_to_use
avenue,driving_car_on
avenue,driving_on
avenue,having_name
avenue,making_space_between_buildings
avenue,riding_bik
avenue,travel
avenue,traverse_to_destination
avoiding_risk_factors,treating_mental_illness
awaking,answering_alarm_clock
awaking,becoming_aware
awaking,beginning_day
awaking,being_ready_to_go_to_work
awaking,ending_period_of_sleep
awaking,going_to_help_another_at_night
awaking,going_to_work
awaking,leving_sleep
awaking,protection
awaking,starting_day
awaking,starting_new_day
awaking,turning_off_alarm_clock
award,acheivement
axe,chop_wood_for_building_fires
axe,cut_firewood
babies,achieve_immortality
baby,building_family
baby_buggy,baby
baby_buggy,handcart
baby_formula,feeding_infants
back_courtyard,entertaining_guests
back_courtyard,growing_ornamental_plants
back_courtyard,having_fun
back_courtyard,holding_private_parties
back_courtyard,picnic
back_courtyard,playing_games
back_courtyard,private_area_behind_building
back_courtyard,put_patio_furniture
back_courtyard,storing_things
back_courtyard,sunbathing
back_garden,grow_plants_in
back_garden,grow_things
back_garden,grow_vegetables
back_garden,growing_cornucopia
back_garden,growing_plants
back_garden,growing_vegetables
back_garden,keeping_compost_pile
back_garden,private_gardening
back_yard,barbecues
back_yard,build_sandbox_for_child
back_yard,cooking_out
back_yard,gardens
back_yard,getting_tan
back_yard,grass
back_yard,grilling_steaks
back_yard,grow_plants
back_yard,growing_herbs
back_yard,having_barbeque
back_yard,keeping_dog
back_yard,kids
back_yard,mowing_lawn
back_yard,personal_space
back_yard,planting_garden
back_yard,planting_trees
back_yard,play_in
back_yard,playing
back_yard,playing_catch
back_yard,playing_games
back_yard,playing_in
back_yard,privacy
back_yard,relaxing
back_yard,sitting_outside_to_watch_sunset
back_yard,slowers
back_yard,swimming_pools
back_yard,trees
back_yard,watching_birds
backdrop,accentuate_objects_in_front_of
backdrop,covering_back_of
backdrop,decorate_scene
backdrop,photography
backdrop,play
backdrop,plays_on_stage
backdrop,putting_on_play
backdrop,scenery_in_play
backdrop,shoot_picture
backgammon_set,playing_backgammon
backscratcher,scratching_back
backyard,barbecue
backyard,children_to_play_in
backyard,dogs_to_run_around_in
backyard,family_activities
backyard,garden
backyard,grow_garden
backyard,grow_vegtables
backyard,growing_garden
backyard,growing_plants_in_garden
backyard,growing_vegetables
backyard,having_barbecue
backyard,having_barbecues
backyard,having_cook_outs
backyard,having_parties
backyard,having_party
backyard,host_barbeque
backyard,keeping_garden
backyard,kick_footy_in
backyard,planting_flowers
backyard,play_tag
backyard,play_with_dog
backyard,playing
backyard,playing_sports
backyard,private_activity
backyard_to,hold_neighborhood_function_or_party
bag,carry_items
bag,carry_peanuts
bag,carry_things_in
bag,carrying_groceries
bag,carrying_things
bag,containing_stuff
bag,hold_bread
bag,holding_cookies
bag,holding_lots_of_medium_sized_objects
bag,holding_many_small_items_together
bag,holding_one_hundred_pounds_of_flour
bag,holding_one_hundred_pounds_of_grain
bag,putting_items_in_to_carry
bag,storing_items
bag,throw_trash_in
bag,hold
bag,transport
bag,traveler
bag,wearer
baggage,carry_belongings
baggage,carry_clothes
baggage,carry_things_to_another_place
baggage,carrying_clothing
baggage,carrying_objects
baggage,checking_in_at_airport
baggage,holding_clothes
baggage,holding_things_during_transportation
baggage,taking_on_trip
baggage,taking_things_on_trip
baggage,transporting_things_when_travelling
baggage,travel
baggage,travelling
baggage_trunk,keeping_luggage_in
baggage_trunk,long_trips
baggage_trunk,pack
baggage_trunk,store_baggage
baggage_trunk,store_clothes
baggage_trunk,store_old_letters
bagpipes,annoying_neighbors
bagpipes,funerals
bagpipes,going_to_battle
bagpipes,looking_scottish
bagpipes,mad_neighbors
bagpipes,making_music
bagpipes,music
bagpipes,noise
bagpipes,play
bagpipes,play_music
bagpipes,playing_music
bagpipes,scottish_tradition
bagpipes,showing_ones_ethnicity
bagpipes,walking_around_in_kilts
bagpipes,with_powerful_lungs
bait,attract_fish_to_one's_fishing_line
bait,catch_bass
bait,catch_fish
bait,lure_fish
bait_shop,buying_worms_to_catch_fish_with
baking_cake,birthday
baking_cake,birthdays
baking_cake,celebrating_birthday
baking_cake,celebrating_birthdays
baking_cake,celebrating_weddings
baking_cake,celebration
baking_cake,couple's_anniversary
baking_cake,dessert
baking_cake,eating
baking_cake,giving_away
baking_cake,having_cake_to_eat
baking_cake,making_delicious_dessert
baking_cake,pleasing_people_who_like_sweets
baking_cake,preparing_dessert
baking_cake,preparing_for_birthday_party
baking_cake,selling
baking_cake,sharing_with_family
baking_cake,sharing_with_friends
baking_cake,showing_care
baking_cake,special_event
baking_cake,special_occasion
baking_cake,throwing_birthday_party
baking_cake,treat
baking_oven,bake_bread
baking_oven,bake_cookies
baking_oven,baking
baking_oven,baking_bread
baking_oven,baking_cakes
baking_oven,baking_cookies
baking_oven,baking_food_in
baking_oven,baking_pastries
baking_oven,baking_pies
baking_oven,bread
baking_oven,cakes
baking_oven,cook
baking_oven,cookies
baking_oven,cooking_food
baking_oven,cooking_pastries
baking_oven,making_food
baking_oven,pizza
baking_oven,pot_roast
balalaika,make_music
balalaika,making_music
balalaika,play_music
balalaika,play_russian_music
balance_scale,compare_weights_of_two_objects
balcony,enjoy_evening_outdoors
balcony,keeping_from_falling
balcony,viewing_resting_or_eating_at
balcony,yell_at_neighbor
balcony_railing,balancing_as_walk_down_stairs
balcony_railing,decoration_of_balcony
balcony_railing,fall_off
balcony_railing,functioning_as_fence
balcony_railing,keeping_people_from_falling
balcony_railing,keeping_person_on_balcony
balcony_railing,leaning_over
balcony_railing,showing_off_wood_decorations
balcony_railing,sitting_upon
balcony_railing,stop_falling
balcony_railing,stop_people_falling_off_balcony
balcony_railing,stopping_people_from_falling
balcony_seat,look_down
balcony_seat,movie
balcony_seat,opera
balcony_seat,play
balcony_seat,sitting_in_theater
balcony_seat,sitting_on
balcony_seat,smoking
balcony_seat,theater
balcony_seat,viewing_entertainment
balcony_seat,watch_play
balcony_seat,watching_concert
balcony_seat,watching_performance
balcony_seat,watching_play_from_far_away
